229	460
171	415
158	370
153	311
156	245
177	165
215	120
261	132
332	131
380	201
394	289
369	371
333	435
147	307
141	265
132	189
149	110
142	56
265	16
385	46
423	88
469	153
476	233
459	277
415	368
205	248
319	253
160	222
176	210
217	223
287	218
324	214
377	226
251	231
217	311
232	324
262	317
195	373
234	359
285	377
214	386
240	390
268	385
