286	478
221	439
194	392
185	351
170	275
192	193
237	151
314	150
381	143
430	238
428	313
409	375
382	436
170	349
159	309
132	178
187	105
245	65
315	41
400	69
438	101
492	222
446	284
443	325
417	365
250	276
362	285
200	244
226	234
265	247
347	253
392	246
420	255
306	264
270	349
301	358
333	354
256	404
294	396
333	407
273	419
297	425
318	421
